//Date Created 2022-12-09 13:20:10.985907
"//Units: sec, m/s/s"
Action,walking
SampleRate,100.0
Frames#,Time,AccX,AccY,AccZ
1,3.814697265625e-06,2.042768,6.491888,7.475
2,0.009025335311889648,1.416064,5.779072,7.369752
3,0.018097877502441406,1.298856,5.269576,7.195136
4,0.028089523315429688,1.095536,4.56872,6.472752
5,0.038897037506103516,1.239056,4.214704,6.216808
6,0.04813075065612793,1.875328,3.999424,6.0996
7,0.05831027030944824,2.628808,4.193176,6.695208
8,0.06900572776794434,3.829592,4.195568,3.709992
9,0.07829141616821289,3.69564,4.492176,2.698176
10,0.08826637268066406,3.367936,5.367648,2.36808
11,0.09892725944519043,2.64316,6.678464,1.717456
12,0.10848689079284668,2.353728,8.919768,0.973544
13,0.11852002143859863,1.75812,12.359464,-0.002392
14,0.12888002395629883,1.573936,15.292056,-1.559584
15,0.13836216926574707,2.693392,15.1294,-1.74616
16,0.14833855628967285,4.910776,12.842648,-0.133952
17,0.15888619422912598,7.226232,11.849968,2.054728
18,0.16846990585327148,8.876712,11.931296,3.442088
19,0.17846941947937012,9.338368,11.462464,4.016168
20,0.18882322311401367,8.979568,9.953112,4.427592
21,0.19845843315124512,8.209344,8.584888,5.15476
22,0.20819568634033203,7.214272,7.879248,5.958472
23,0.21899628639221191,5.963256,7.919912,6.044584
24,0.2282099723815918,4.7242,8.675784,5.707312
25,0.23847103118896484,3.580824,9.570392,5.695352
26,0.2488725185394287,2.946944,10.240152,5.8604
27,0.25835299491882324,2.72688,10.20188,5.793424
28,0.26848626136779785,2.621632,9.7474,5.838872
29,0.27898168563842773,2.73884,9.374248,5.673824
30,0.2884824275970459,2.911064,9.37664,5.348512
31,0.2984604835510254,3.08568,9.570392,4.781608
32,0.30899786949157715,3.13352,9.620624,4.374968
33,0.3183624744415283,3.09764,9.536904,4.152512
34,0.3281440734863281,2.95412,9.3886,3.781752
35,0.33887553215026855,2.841696,9.199632,3.537768
36,0.34836483001708984,2.561832,8.924552,3.415776
37,0.35851407051086426,2.561832,8.529872,3.236376
38,0.36901283264160156,2.789072,8.281104,3.123952
39,0.37844324111938477,3.054584,7.8338,3.009136
40,0.38828420639038086,3.439696,7.317128,2.597712
41,0.39887189865112305,3.944408,6.731088,2.30828
42,0.40844058990478516,4.56872,5.984784,2.270008
43,0.418393611907959,5.425056,4.956224,2.516384
44,0.428999662399292,6.061328,3.765008,2.557048
45,0.43843936920166016,6.592352,2.315456,2.382432
46,0.4484434127807617,7.006168,0.794144,1.413672
47,0.4590599536895752,6.898528,-0.16744,0.253552
48,0.4683265686035156,6.534944,0.050232,-0.461656
49,0.4784431457519531,5.542264,2.186288,0.028704
50,0.48897409439086914,4.171648,6.20724,-0.49036
51,0.4984431266784668,1.822704,19.594666,-1.784432
52,0.5084612369537354,-0.124384,19.594666,-1.81792
53,0.5188717842102051,-0.49036,15.3088,2.67904
54,0.5284521579742432,-0.990288,13.720512,4.501744
55,0.5384254455566406,-0.696072,15.674776,4.5448
56,0.5490148067474365,0.375544,15.014584,5.33416
57,0.5584731101989746,1.6744,12.23508,5.58532
58,0.5684363842010498,4.023344,9.9268,6.656936
59,0.5788819789886475,6.690424,8.596848,6.551688
60,0.5884900093078613,8.422232,7.948616,5.10692
61,0.5984377861022949,8.15672,7.568288,3.882216
62,0.6088657379150391,6.405776,6.86504,3.140696
63,0.6181614398956299,4.35344,6.412952,2.578576
64,0.6281278133392334,2.58336,6.137872,2.473328
65,0.6388611793518066,1.396928,5.93216,3.059368
66,0.6482052803039551,0.743912,6.128304,3.63584
67,0.658210277557373,0.177008,5.606848,3.293784
68,0.6690080165863037,-1.198392,4.379752,3.100032
69,0.6783790588378906,-1.35148,4.441944,4.07836
70,0.6884517669677734,-1.062048,4.77204,3.774576
71,0.69887375831604,-0.882648,5.288712,3.63584
72,0.708284854888916,-0.899392,5.592496,3.717168
73,0.7186293601989746,-1.358656,5.649904,3.68368
74,0.7289953231811523,-1.306032,5.88432,3.80328
75,0.7384326457977295,-1.186432,6.279,3.915704
76,0.7485442161560059,-1.392144,7.046832,3.848728
77,0.7584493160247803,-2.217384,8.183032,3.717168
78,0.7682700157165527,-3.212456,9.572784,3.040232
79,0.7784414291381836,-4.358224,10.79988,2.458976
80,0.788926362991333,-5.448976,11.400272,2.18868
81,0.7984664440155029,-5.807776,11.05104,2.114528
82,0.8084588050842285,-5.654688,10.897952,2.468544
83,0.8188743591308594,-5.039944,10.582208,2.466152
84,0.8281826972961426,-4.618952,10.448256,2.411136
85,0.838444709777832,-4.3654,10.33344,2.026024
86,0.8488743305206299,-4.248192,10.15404,1.609816
87,0.8583953380584717,-4.728984,11.144328,1.109888
88,0.868234395980835,-5.460936,13.440648,0.08372
89,0.8789699077606201,-6.20724,15.61976,-0.504712
90,0.8890559673309326,-6.130696,15.167672,0.607568
91,0.8984251022338867,-5.054296,13.600912,2.100176
92,0.9084157943725586,-3.80328,13.10816,2.624024
93,0.9184145927429199,-3.02588,13.376064,2.561832
94,0.9283747673034668,-2.987608,13.823368,2.1528
95,0.9390075206756592,-3.059368,14.5314,1.65048
96,0.9483060836791992,-3.375112,15.22508,1.502176
97,0.95845627784729,-3.257904,14.947608,1.44716
98,0.9689846038818359,-3.150264,14.75864,1.640912
99,0.9784319400787354,-2.43984,14.44768,1.808352
100,0.9884068965911865,-1.356264,14.08888,2.372864
101,0.998837947845459,0.44252,13.194272,3.009136
102,1.008430004119873,2.363296,11.885848,3.824808
103,1.0184454917907715,3.999424,10.493704,4.355832
104,1.0290429592132568,4.659616,9.156576,4.348656
105,1.0383949279785156,4.58068,7.718984,4.04248
106,1.0484049320220947,3.846336,6.424912,3.776968
107,1.058915615081787,2.868008,5.575752,3.62388
