//Date Created 2022-12-09 13:16:39.173674
"//Units: sec, m/s/s"
Action,walking
SampleRate,100.0
Frames#,Time,AccX,AccY,AccZ
1,5.0067901611328125e-06,5.161936,4.0664,4.506528
2,0.006842613220214844,5.152368,4.606992,3.841552
3,0.016034603118896484,5.216952,5.616416,3.370328
4,0.02614140510559082,5.54944,7.013344,3.052192
5,0.036791086196899414,5.893888,8.149544,3.274648
6,0.046007394790649414,6.491888,8.702096,3.131128
7,0.0561060905456543,6.951152,8.723624,3.36076
8,0.06697297096252441,7.262112,8.709272,3.549728
9,0.07616639137268066,7.561112,8.871928,3.308136
10,0.08610200881958008,7.305168,9.838296,2.674256
11,0.09687566757202148,6.66172,11.735152,2.169544
12,0.10622048377990723,5.826912,13.95732,1.982968
13,0.11625885963439941,5.35808,14.801696,2.274792
14,0.12700414657592773,5.652296,14.086488,2.832128
15,0.1363060474395752,6.750224,13.32344,3.190928
16,0.14632129669189453,7.733336,13.038792,3.183752
17,0.1568737030029297,7.728552,12.852216,3.123952
18,0.16629409790039062,7.125768,12.383384,3.296176
19,0.1762864589691162,6.377072,12.192024,3.532984
20,0.1870722770690918,5.676216,12.242256,3.688464
21,0.19623780250549316,5.171504,12.33076,4.10228
22,0.20626449584960938,4.860544,12.230296,4.43716
23,0.217026948928833,4.803136,11.869104,4.788784
24,0.22633838653564453,4.958616,11.333296,4.812704
25,0.23614883422851562,4.968184,10.725728,4.767256
26,0.24698901176452637,4.91556,9.941152,4.865328
27,0.2563929557800293,4.62852,9.324016,4.98732
28,0.26613688468933105,4.142944,8.572928,4.901208
29,0.27701258659362793,3.822416,7.766824,4.882072
30,0.28624463081359863,3.595176,6.886568,4.77204
31,0.29615235328674316,3.573648,6.092424,4.6644
32,0.3069465160369873,3.578432,5.396352,4.429984
33,0.31632328033447266,3.394248,4.882072,3.920488
34,0.32631969451904297,3.023488,4.477824,3.523416
35,0.33684659004211426,2.444624,4.358224,3.293784
36,0.34626007080078125,1.796392,4.429984,3.147872
37,0.3561882972717285,1.17208,4.714632,3.102424
38,0.3670320510864258,0.49036,5.099744,3.095248
